sample_id	pma	empo_1	empo_2	empo_3	latitude	taxon_id	elevation	env_biome	longitude	description	env_feature	env_package	sample_type	env_material	geo_loc_name	dna_extracted	cheese_outcome	latitude_units	elevation_units	longitude_units	scientific_name	inoculum_species	collection_device	collection_timestamp	physical_specimen_location	physical_specimen_remaining	qiita_study_id
12366.2109	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_milk	research facility	misc environment	HTST_milk	cheese product	USA:CA:Davis	TRUE	slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-15	UC Davis	FALSE	12366
12366.2110	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_milk	research facility	misc environment	HTST_milk	cheese product	USA:CA:Davis	TRUE	slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-15	UC Davis	FALSE	12366
12366.2113	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-16	UC Davis	FALSE	12366
12366.2114	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-16	UC Davis	FALSE	12366
12366.2117	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	Raw_milk	research facility	misc environment	Raw_milk	cheese product	USA:CA:Davis	TRUE	slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-15	UC Davis	FALSE	12366
12366.2121	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	Raw_milk	research facility	misc environment	Raw_milk	cheese product	USA:CA:Davis	TRUE	slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-15	UC Davis	FALSE	12366
12366.2122	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	Raw_milk	research facility	misc environment	Raw_milk	cheese product	USA:CA:Davis	TRUE	slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-15	UC Davis	FALSE	12366
12366.2125	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-15	UC Davis	FALSE	12366
12366.2126	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-15	UC Davis	FALSE	12366
12366.2129	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-15	UC Davis	FALSE	12366
12366.2130	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-15	UC Davis	FALSE	12366
12366.2133	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	Cheese_0D	research facility	misc environment	Cheese_0D	cheese product	USA:CA:Davis	TRUE	slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-15	UC Davis	FALSE	12366
12366.2134	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	Cheese_0D	research facility	misc environment	Cheese_0D	cheese product	USA:CA:Davis	TRUE	slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-15	UC Davis	FALSE	12366
12366.2137	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	Cheese_0D	research facility	misc environment	Cheese_0D	cheese product	USA:CA:Davis	TRUE	slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-15	UC Davis	FALSE	12366
12366.2138	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	Cheese_0D	research facility	misc environment	Cheese_0D	cheese product	USA:CA:Davis	TRUE	slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-15	UC Davis	FALSE	12366
12366.2141	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_milk	research facility	misc environment	HTST_milk	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2142	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_milk	research facility	misc environment	HTST_milk	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2145	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_milk	research facility	misc environment	HTST_milk	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2146	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_milk	research facility	misc environment	HTST_milk	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2149	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2150	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2153	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2154	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2157	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_milk	research facility	misc environment	HTST_milk	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2158	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_milk	research facility	misc environment	HTST_milk	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2161	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_milk	research facility	misc environment	HTST_milk	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2162	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_milk	research facility	misc environment	HTST_milk	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2165	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2166	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2169	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2170	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2173	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2174	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2177	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	Raw_milk	research facility	misc environment	Raw_milk	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2178	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	Raw_milk	research facility	misc environment	Raw_milk	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2181	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	Raw_milk	research facility	misc environment	Raw_milk	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2182	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	Raw_milk	research facility	misc environment	Raw_milk	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2185	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_milk	research facility	misc environment	HTST_milk	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2186	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_milk	research facility	misc environment	HTST_milk	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2189	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	Raw_milk	research facility	misc environment	Raw_milk	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2190	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	Raw_milk	research facility	misc environment	Raw_milk	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2193	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-21	UC Davis	FALSE	12366
12366.2194	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-21	UC Davis	FALSE	12366
12366.2197	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2198	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2201	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	Raw_milk	research facility	misc environment	Raw_milk	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2202	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	Raw_milk	research facility	misc environment	Raw_milk	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-20	UC Davis	FALSE	12366
12366.2205	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_milk	research facility	misc environment	HTST_milk	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-21	UC Davis	FALSE	12366
12366.2206	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_milk	research facility	misc environment	HTST_milk	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-21	UC Davis	FALSE	12366
