8	gi|156601941|gb|EF597033.1|	465062	Goniastrea retiformis isolate D105 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	5.50e-43	185
9	gi|1829772138|ref|NC_046839.1|	38005	Tolypocladium cylindrosporum isolate ARSEF963 mitochondrion, complete genome	5.50e-43	185
9	gi|1821738576|gb|MN583265.1|	1856741	Tolypocladium sp. mitochondrion, complete genome	5.50e-43	185
9	gi|1820416598|gb|MN842262.1|	38005	Tolypocladium cylindrosporum isolate ARSEF963 mitochondrion, complete genome	5.50e-43	185
9	gi|1069562192|gb|KX455872.1|	71617	Tolypocladium ophioglossoides isolate L2 mitochondrion, complete genome	5.50e-43	185
9	gi|949173152|gb|KT263264.1|	1750906	Hypocreales sp. A560 small subunit ribosomal RNA gene, partial sequence; mitochondrial	5.50e-43	185
10	gi|1381388522|ref|NC_037435.1|	627007	Porites harrisoni mitochondrion, complete genome	1.98e-42	183
10	gi|1020876200|gb|KU761954.1|	104759	Porites lobata isolate PlobGP2 mitochondrion, complete genome	1.98e-42	183
10	gi|1025625234|gb|KU572435.1|	104759	Porites lobata mitochondrion, complete genome	1.98e-42	183
10	gi|1000882561|gb|KU159432.1|	51062	Porites lutea voucher 466 mitochondrion, complete genome	1.98e-42	183
10	gi|882938926|emb|LN864762.1|	262591	Porites rus mitochondrial complete genome, isolate 14846/IV/SATS-LN/2007	1.98e-42	183
11	gi|2192937282|ref|NC_060802.1|	214969	Diploastrea heliopora mitochondrion, complete genome	1.98e-42	183
11	gi|1535792334|ref|NC_040169.1|	214970	Echinophyllia aspera voucher 6033 mitochondrion, complete genome	9.20e-41	178
11	gi|1391788738|gb|MF426186.1|	2282824	Paraechinophyllia variabilis voucher MD239 12S ribosomal RNA gene, partial sequence; mitochondrial	9.20e-41	178
11	gi|1391788734|gb|MF426182.1|	2282824	Paraechinophyllia variabilis voucher SA0794 12S ribosomal RNA gene, partial sequence; mitochondrial	9.20e-41	178
11	gi|1391788730|gb|MF426178.1|	2282824	Paraechinophyllia variabilis voucher MU165 12S ribosomal RNA gene, partial sequence; mitochondrial	9.20e-41	178
13	gi|156601919|gb|EF597011.1|	214982	Mussa angulosa isolate MAN 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	5.50e-43	185
13	gi|108744105|gb|DQ643834.1|	214982	Mussa angulosa mitochondrion, complete genome	5.50e-43	185
13	gi|71733159|ref|NC_007225.1|	48499	Orbicella franksi strain Pa01-5 mitochondrion, complete genome	2.56e-41	180
13	gi|1391788709|gb|MF426157.1|	242744;1917279	Sclerophyllia maxima voucher MU161 12S ribosomal RNA gene, partial sequence; mitochondrial	2.56e-41	180
13	gi|971452463|emb|FO904931.1|	1917279	Acanthastrea maxima mitochondrion, complete genome	2.56e-41	180
14	gi|1535792334|ref|NC_040169.1|	214970	Echinophyllia aspera voucher 6033 mitochondrion, complete genome	5.50e-43	185
14	gi|1391788738|gb|MF426186.1|	2282824	Paraechinophyllia variabilis voucher MD239 12S ribosomal RNA gene, partial sequence; mitochondrial	5.50e-43	185
14	gi|1391788734|gb|MF426182.1|	2282824	Paraechinophyllia variabilis voucher SA0794 12S ribosomal RNA gene, partial sequence; mitochondrial	5.50e-43	185
14	gi|1391788730|gb|MF426178.1|	2282824	Paraechinophyllia variabilis voucher MU165 12S ribosomal RNA gene, partial sequence; mitochondrial	5.50e-43	185
14	gi|1391788729|gb|MF426177.1|	2282824	Paraechinophyllia variabilis voucher MU132 12S ribosomal RNA gene, partial sequence; mitochondrial	5.50e-43	185
15	gi|1693293402|ref|NC_042795.1|	154326	Hydnophora exesa voucher 6044 mitochondrion, complete genome	1.98e-42	183
15	gi|1237938498|gb|KY094479.1|	126655	Favites abdita voucher 596 mitochondrion, complete genome	1.98e-42	183
15	gi|156601908|gb|EF597000.1|	46740	Hydnophora rigida isolate HYD 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	1.98e-42	183
15	gi|156601905|gb|EF596997.1|	46748	Catalaphyllia jardinei isolate CAJ 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	1.98e-42	183
15	gi|5802666|gb|AF177048.1|AF177048	1869259	Favia favus small subunit ribosomal RNA gene, partial sequence; mitochondrial gene for mitochondrial product	1.98e-42	183
16	gi|156601938|gb|EF597030.1|	419442;465061	Physogyra lichtensteini isolate PHY 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	1.98e-42	183
16	gi|156601940|gb|EF597032.1|	51056	Meandrina meandrites isolate Mean 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	4.31e-34	156
16	gi|156601926|gb|EF597018.1|	130188;214965;214972;1499105;2593425	Eusmilia fastigiata isolate EFA 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	4.31e-34	156
16	gi|1678645305|ref|NC_042481.1|	187483	Plesiastrea versipora voucher 5977 mitochondrion, complete genome	9.33e-31	145
16	gi|385276510|gb|JQ347843.1|	1176626	Favites sp. XNL-2012 isolate Xuwen17 12S ribosomal RNA gene, partial sequence; mitochondrial	9.33e-31	145
17	gi|635155076|ref|NC_024091.1|	105615	Isopora palifera mitochondrion, complete genome	5.50e-43	185
17	gi|635155062|ref|NC_024090.1|	541183	Astreopora explanata mitochondrion, complete genome	5.50e-43	185
17	gi|635155048|ref|NC_024089.1|	154321	Isopora togianensis mitochondrion, complete genome	5.50e-43	185
17	gi|1693290284|ref|NC_042742.1|	55976	Acropora valida voucher 60000 mitochondrion, complete genome	5.50e-43	185
17	gi|1469212680|dbj|LC201870.1|	70783	Acropora tenuis mitochondrial DNA, complete genome, isolate: ten9	5.50e-43	185
18	gi|71733159|ref|NC_007225.1|	48499	Orbicella franksi strain Pa01-5 mitochondrion, complete genome	1.98e-42	183
18	gi|156601922|gb|EF597014.1|	465056	Mycetophyllia sp. Mycet-1 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	1.98e-42	183
18	gi|156601918|gb|EF597010.1|	48499	Montastraea franksi isolate Mfr_601 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	1.98e-42	183
18	gi|156601916|gb|EF597008.1|	48498;48500	Montastraea faveolata isolate Mfav_752 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	1.98e-42	183
18	gi|156601911|gb|EF597003.1|	1428006	Diploria strigosa isolate Ds_601 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	1.98e-42	183
19	gi|671729529|ref|NC_024671.1|	46698	Turbinaria peltata mitochondrion, complete genome	1.98e-42	183
19	gi|1033838299|gb|KX024567.1|	1856028	Tubastraea tagusensis mitochondrion, complete genome	1.98e-42	183
19	gi|1033838285|gb|KX024566.1|	46700	Tubastraea coccinea mitochondrion, complete genome	1.98e-42	183
19	gi|874508772|gb|KR824937.1|	1479642	Dendrophyllia arbuscula mitochondrion, complete genome	1.98e-42	183
19	gi|374429647|gb|JQ290080.1|	1140371	Dendrophyllia cribrosa mitochondrion, complete genome	1.98e-42	183
20	gi|156601938|gb|EF597030.1|	419442;465061	Physogyra lichtensteini isolate PHY 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	5.50e-43	185
20	gi|156601940|gb|EF597032.1|	51056	Meandrina meandrites isolate Mean 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	1.20e-34	158
20	gi|156601926|gb|EF597018.1|	130188;214965;214972;1499105;2593425	Eusmilia fastigiata isolate EFA 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	1.20e-34	158
20	gi|1678645305|ref|NC_042481.1|	187483	Plesiastrea versipora voucher 5977 mitochondrion, complete genome	2.59e-31	147
20	gi|385276510|gb|JQ347843.1|	1176626	Favites sp. XNL-2012 isolate Xuwen17 12S ribosomal RNA gene, partial sequence; mitochondrial	2.59e-31	147
21	gi|753170724|gb|KP231535.1|	227230	Pavona decussata mitochondrion, complete genome	1.98e-42	183
21	gi|385276514|gb|JQ347847.1|	154330	Pavona frondifera isolate Xuwen21 12S ribosomal RNA gene, partial sequence; mitochondrial	1.98e-42	183
21	gi|385276513|gb|JQ347846.1|	154326	Hydnophora exesa isolate Xuwen20 12S ribosomal RNA gene, partial sequence; mitochondrial	1.98e-42	183
21	gi|156601992|gb|EF597084.1|	465077	Gardineroseris planulata isolate GAR 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	1.98e-42	183
21	gi|156601991|gb|EF597083.1|	46726	Pavona varians isolate PV 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	1.98e-42	183
22	gi|1391788712|gb|MF426160.1|	244858;865894;1917251;1917253;1917254;1917255;2201885;2201886	Lobophyllia recta voucher HS3118 12S ribosomal RNA gene, partial sequence; mitochondrial	1.98e-42	183
22	gi|1391788715|gb|MF426163.1|	46758;1328278	Lobophyllia diminuta voucher MY325 12S ribosomal RNA gene, partial sequence; mitochondrial	9.20e-41	178
22	gi|1391788711|gb|MF426159.1|	1150132;1328279;1328285;1917252;2201884	Lobophyllia costata voucher GA024 12S ribosomal RNA gene, partial sequence; mitochondrial	9.20e-41	178
22	gi|156601921|gb|EF597013.1|	46758	Lobophyllia hemprichii isolate LOH 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	9.20e-41	178
23	gi|19401191|gb|AF333063.1|	51073	Turbinaria mesenterina small subunit ribosomal RNA gene, partial sequence; mitochondrial gene for mitochondrial product	1.98e-42	183
23	gi|671729529|ref|NC_024671.1|	46698	Turbinaria peltata mitochondrion, complete genome	9.20e-41	178
23	gi|1033838299|gb|KX024567.1|	1856028	Tubastraea tagusensis mitochondrion, complete genome	9.20e-41	178
23	gi|1033838285|gb|KX024566.1|	46700	Tubastraea coccinea mitochondrion, complete genome	9.20e-41	178
23	gi|874508772|gb|KR824937.1|	1479642	Dendrophyllia arbuscula mitochondrion, complete genome	9.20e-41	178
24	gi|414145995|gb|JX911333.1|	1136245	Platygyra carnosa mitochondrion, complete genome	1.98e-42	183
24	gi|385276511|gb|JQ347844.1|	214987	Platygyra daedalea isolate Xuwen18 12S ribosomal RNA gene, partial sequence; mitochondrial	1.98e-42	183
24	gi|156601946|gb|EF597038.1|	130199	Anthemiphyllia spinifera isolate ANT 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	1.98e-42	183
24	gi|156601943|gb|EF597035.1|	46696	Caulastraea furcata isolate CAU 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	1.98e-42	183
24	gi|156601941|gb|EF597033.1|	465062	Goniastrea retiformis isolate D105 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	1.98e-42	183
25	gi|1391788699|gb|MF426147.1|	1917246	Homophyllia bowerbanki voucher 4629 12S ribosomal RNA gene, partial sequence; mitochondrial	5.50e-43	185
25	gi|1391788691|gb|MF426139.1|	242744	Cynarina lacrymalis voucher SA473 12S ribosomal RNA gene, partial sequence; mitochondrial	5.50e-43	185
25	gi|1391788690|gb|MF426138.1|	464973	Australophyllia wilsoni voucher WIL2 12S ribosomal RNA gene, partial sequence; mitochondrial	5.50e-43	185
25	gi|1391788686|gb|MF426134.1|	1216035;1328283	Acanthastrea hemprichii voucher HS3065 12S ribosomal RNA gene, partial sequence; mitochondrial	5.50e-43	185
25	gi|156601942|gb|EF597034.1|	242744	Cynarina lacrimalis isolate CYN 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	5.50e-43	185
26	gi|1535790702|ref|NC_040137.1|	105610	Montipora efflorescens voucher MABIK CN00079316 mitochondrion, complete genome	5.50e-43	185
26	gi|1381383980|ref|NC_037359.1|	105609	Montipora aequituberculata mitochondrion, complete genome	5.50e-43	185
26	gi|385276508|gb|JQ347841.1|	46745	Galaxea fascicularis isolate Xuwen14 12S ribosomal RNA gene, partial sequence; mitochondrial	5.50e-43	185
26	gi|385276507|gb|JQ347840.1|	1176629	Montipora sp. XNL-2012 isolate Xuwen13 12S ribosomal RNA gene, partial sequence; mitochondrial	5.50e-43	185
26	gi|156601998|gb|EF597090.1|	126268	Montipora verrucosa isolate MV 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	5.50e-43	185
27	gi|156601951|gb|EF597043.1|	46698	Turbinaria peltata isolate TUP 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	5.50e-43	185
27	gi|1693293402|ref|NC_042795.1|	154326	Hydnophora exesa voucher 6044 mitochondrion, complete genome	2.56e-41	180
27	gi|1237938498|gb|KY094479.1|	126655	Favites abdita voucher 596 mitochondrion, complete genome	2.56e-41	180
27	gi|156601908|gb|EF597000.1|	46740	Hydnophora rigida isolate HYD 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	2.56e-41	180
27	gi|156601905|gb|EF596997.1|	46748	Catalaphyllia jardinei isolate CAJ 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	2.56e-41	180
28	gi|1391788715|gb|MF426163.1|	46758;1328278	Lobophyllia diminuta voucher MY325 12S ribosomal RNA gene, partial sequence; mitochondrial	5.50e-43	185
28	gi|1391788711|gb|MF426159.1|	1150132;1328279;1328285;1917252;2201884	Lobophyllia costata voucher GA024 12S ribosomal RNA gene, partial sequence; mitochondrial	5.50e-43	185
28	gi|156601921|gb|EF597013.1|	46758	Lobophyllia hemprichii isolate LOH 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	5.50e-43	185
28	gi|1391788712|gb|MF426160.1|	244858;865894;1917251;1917253;1917254;1917255;2201885;2201886	Lobophyllia recta voucher HS3118 12S ribosomal RNA gene, partial sequence; mitochondrial	2.56e-41	180
29	gi|635155090|ref|NC_024092.1|	102202	Astreopora myriophthalma mitochondrion, complete genome	5.50e-43	185
29	gi|619728508|gb|KJ634272.1|	102202	Astreopora myriophthalma mitochondrion, complete genome	5.50e-43	185
29	gi|635155076|ref|NC_024091.1|	105615	Isopora palifera mitochondrion, complete genome	1.98e-42	183
29	gi|635155062|ref|NC_024090.1|	541183	Astreopora explanata mitochondrion, complete genome	1.98e-42	183
29	gi|635155048|ref|NC_024089.1|	154321	Isopora togianensis mitochondrion, complete genome	1.98e-42	183
30	gi|300498521|gb|GQ464972.1|	861499	Palythoa cf. caribaeorum TDS-2010 isolate TOB33 12S ribosomal RNA gene, partial sequence; mitochondrial	5.50e-43	185
30	gi|300498519|gb|GQ464970.1|	861497	Palythoa aff. caesia TDS-2010 isolate TOB52 12S ribosomal RNA gene, partial sequence; mitochondrial	5.50e-43	185
30	gi|1824667221|ref|NC_046405.1|	470411	Parazoanthus elongatus mitochondrion, complete genome	2.56e-41	180
30	gi|1810664467|gb|MN873596.1|	470411	Parazoanthus elongatus mitochondrion, complete genome	2.56e-41	180
30	gi|1108638084|gb|KY026127.1|	134933	Palythoa caribaeorum voucher 18GSBTM 12S ribosomal RNA gene, partial sequence; mitochondrial	2.56e-41	180
32	gi|1381388522|ref|NC_037435.1|	627007	Porites harrisoni mitochondrion, complete genome	2.56e-41	180
32	gi|1020876200|gb|KU761954.1|	104759	Porites lobata isolate PlobGP2 mitochondrion, complete genome	2.56e-41	180
32	gi|1025625234|gb|KU572435.1|	104759	Porites lobata mitochondrion, complete genome	2.56e-41	180
32	gi|1000882561|gb|KU159432.1|	51062	Porites lutea voucher 466 mitochondrion, complete genome	2.56e-41	180
32	gi|882938926|emb|LN864762.1|	262591	Porites rus mitochondrial complete genome, isolate 14846/IV/SATS-LN/2007	2.56e-41	180
33	gi|1535792334|ref|NC_040169.1|	214970	Echinophyllia aspera voucher 6033 mitochondrion, complete genome	1.98e-42	183
33	gi|1391788738|gb|MF426186.1|	2282824	Paraechinophyllia variabilis voucher MD239 12S ribosomal RNA gene, partial sequence; mitochondrial	1.98e-42	183
33	gi|1391788734|gb|MF426182.1|	2282824	Paraechinophyllia variabilis voucher SA0794 12S ribosomal RNA gene, partial sequence; mitochondrial	1.98e-42	183
33	gi|1391788730|gb|MF426178.1|	2282824	Paraechinophyllia variabilis voucher MU165 12S ribosomal RNA gene, partial sequence; mitochondrial	1.98e-42	183
33	gi|1391788729|gb|MF426177.1|	2282824	Paraechinophyllia variabilis voucher MU132 12S ribosomal RNA gene, partial sequence; mitochondrial	1.98e-42	183
34	gi|156601951|gb|EF597043.1|	46698	Turbinaria peltata isolate TUP 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	1.98e-42	183
34	gi|1693293402|ref|NC_042795.1|	154326	Hydnophora exesa voucher 6044 mitochondrion, complete genome	9.20e-41	178
34	gi|1237938498|gb|KY094479.1|	126655	Favites abdita voucher 596 mitochondrion, complete genome	9.20e-41	178
34	gi|156601908|gb|EF597000.1|	46740	Hydnophora rigida isolate HYD 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	9.20e-41	178
34	gi|156601905|gb|EF596997.1|	46748	Catalaphyllia jardinei isolate CAJ 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	9.20e-41	178
36	gi|1535790688|ref|NC_040136.1|	979799	Alveopora japonica voucher MABIK CN00079315 mitochondrion, complete genome	5.50e-43	185
36	gi|619728494|gb|KJ634271.1|	1492923	Alveopora sp. MFL-2014 mitochondrion, complete genome	5.50e-43	185
36	gi|156601996|gb|EF597088.1|	465080	Alveopora sp. ALV 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	5.50e-43	185
36	gi|635155076|ref|NC_024091.1|	105615	Isopora palifera mitochondrion, complete genome	1.20e-34	158
36	gi|635155062|ref|NC_024090.1|	541183	Astreopora explanata mitochondrion, complete genome	1.20e-34	158
37	gi|156601993|gb|EF597085.1|	465079	Pachyseris sp. PAY 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	1.98e-42	183
37	gi|336055475|ref|NC_015641.1|	46750	Euphyllia ancora mitochondrion, complete genome	9.33e-31	145
37	gi|156602005|gb|EF597097.1|	46750	Euphyllia ancora isolate EUA4 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	9.33e-31	145
37	gi|1000882624|gb|KU159433.1|	46745	Galaxea fascicularis voucher 467 mitochondrion, complete genome	4.34e-29	139
37	gi|385276509|gb|JQ347842.1|	154325	Galaxea astreata isolate Xuwen15 12S ribosomal RNA gene, partial sequence; mitochondrial	4.34e-29	139
38	gi|1829764298|ref|NC_046690.1|	1869259	Dipsastraea favus mitochondrion, complete genome	5.50e-43	185
38	gi|1714236163|ref|NC_044074.1|	1869261	Dipsastraea rotumana voucher 5999 mitochondrion, complete genome	5.50e-43	185
38	gi|1693293402|ref|NC_042795.1|	154326	Hydnophora exesa voucher 6044 mitochondrion, complete genome	2.56e-41	180
38	gi|1237938498|gb|KY094479.1|	126655	Favites abdita voucher 596 mitochondrion, complete genome	2.56e-41	180
38	gi|156601908|gb|EF597000.1|	46740	Hydnophora rigida isolate HYD 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	2.56e-41	180
39	gi|156601993|gb|EF597085.1|	465079	Pachyseris sp. PAY 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	5.50e-43	185
39	gi|336055475|ref|NC_015641.1|	46750	Euphyllia ancora mitochondrion, complete genome	2.59e-31	147
39	gi|156602005|gb|EF597097.1|	46750	Euphyllia ancora isolate EUA4 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	2.59e-31	147
39	gi|1000882624|gb|KU159433.1|	46745	Galaxea fascicularis voucher 467 mitochondrion, complete genome	1.21e-29	141
39	gi|385276509|gb|JQ347842.1|	154325	Galaxea astreata isolate Xuwen15 12S ribosomal RNA gene, partial sequence; mitochondrial	1.21e-29	141
40	gi|156601919|gb|EF597011.1|	214982	Mussa angulosa isolate MAN 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	1.98e-42	183
40	gi|108744105|gb|DQ643834.1|	214982	Mussa angulosa mitochondrion, complete genome	1.98e-42	183
40	gi|71733159|ref|NC_007225.1|	48499	Orbicella franksi strain Pa01-5 mitochondrion, complete genome	9.20e-41	178
40	gi|1391788709|gb|MF426157.1|	242744;1917279	Sclerophyllia maxima voucher MU161 12S ribosomal RNA gene, partial sequence; mitochondrial	9.20e-41	178
40	gi|971452463|emb|FO904931.1|	1917279	Acanthastrea maxima mitochondrion, complete genome	9.20e-41	178
43	gi|170083841|gb|EF633601.2|	446912	Seriatopora caliendrum mitochondrion, complete genome	1.19e-39	174
43	gi|170083839|gb|EF633600.2|	51070	Seriatopora hystrix mitochondrion, complete genome	1.19e-39	174
43	gi|156601892|gb|EF596984.1|	123772	Madracis pharensis isolate MPH 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	7.26e-27	132
43	gi|1070690515|gb|KU762340.1|	50429	Stylophora pistillata mitochondrion, partial genome	3.38e-25	126
43	gi|156601887|gb|EF596979.1|	123773	Madracis senaria isolate Msen_Cur 12S small subunit ribosomal RNA gene, partial sequence; mitochondrial	4.37e-24	122
44	gi|1020876186|gb|KU761953.1|	262590	Porites panamensis isolate PpCR31 mitochondrion, complete genome	5.50e-43	185
44	gi|1020876246|gb|KU956960.1|	262589	Porites sverdrupi isolate Psv1_BCO mitochondrion, complete genome	5.50e-43	185
44	gi|635376741|gb|KJ546638.1|	262590	Porites panamensis mitochondrion, complete genome	5.50e-43	185
44	gi|1381388522|ref|NC_037435.1|	627007	Porites harrisoni mitochondrion, complete genome	2.56e-41	180
44	gi|1381388502|ref|NC_037434.1|	1081638	Porites fontanesii voucher SO114 mitochondrion, complete genome	2.56e-41	180
45	gi|1442313495|ref|NC_038211.1|	1172980	Gracilaria chouae mitochondrion, complete genome	3.45e-10	76.8
45	gi|1411195198|gb|MG733298.1|	1172980	Gracilaria chouae mitochondrion, complete genome	3.45e-10	76.8
45	gi|1249619689|gb|MF351970.1|	1172980	Gracilaria chouae mitochondrion, complete genome	3.45e-10	76.8
45	gi|1102131042|gb|KX687878.1|	408198	Gracilariopsis andersonii mitochondrion, complete genome	3.45e-10	76.8
45	gi|2127868836|ref|NC_058686.1|	31472	Gracilariopsis tenuifrons voucher ALCB103878 mitochondrion, complete genome	3.45e-10	76.8
